Date,total_pnl,avg_pnl_per_trade,trade_count,pnl_volatility,total_volume,avg_trade_size,active_traders,buy_ratio,win_rate,profit_factor,classification,value,sentiment_score
2/23/2024,1418.5529,9.92,143,13.0372,111106.14,776.966,1,0,0.958041958,1.276754732,Extreme Greed,76,5
2/25/2024,-30.7705,-6.1541,5,8.9512,4480.13,896.026,1,0,0,-0.686821588,Greed,74,4
2/26/2024,4416.8473,113.2525,39,224.5223,192187.14,4927.8754,2,0,0.871794872,2.298201274,Greed,72,4
2/27/2024,888.5117,14.1034,63,91.6965,209362.3,3323.2111,2,0,0.412698413,0.424389539,Extreme Greed,79,5
2/28/2024,2503.7472,55.6388,45,130.7531,171107.13,3802.3807,1,0,0.866666667,1.463262928,Extreme Greed,82,5
2/29/2024,9813.997,84.6034,116,149.7682,395666.73,3410.9201,2,0,0.862068966,2.480369527,Extreme Greed,80,5
3/1/2024,8244.2414,60.1769,137,111.9586,472974.7,3452.3701,1,0,0.934306569,1.743061817,Extreme Greed,80,5
3/2/2024,230.9006,7.4484,31,250.6478,63197.56,2038.631,2,0,0.677419355,0.365363156,Extreme Greed,80,5
3/3/2024,8361.0862,105.8365,79,199.824,390745.68,4946.1478,1,0,0.683544304,2.139777003,Extreme Greed,83,5
3/4/2024,27799.7757,92.6659,300,152.8211,1577996.87,5259.9896,2,0,0.886666667,1.761712981,Extreme Greed,82,5
3/5/2024,19791.026,109.9501,180,195.658,841810.32,4676.724,1,0,0.905555556,2.351007766,Extreme Greed,90,5
3/6/2024,6814.8251,83.1076,82,146.9693,327218.02,3990.4637,1,0,0.87804878,2.082655809,Extreme Greed,75,5
3/8/2024,4271.8862,63.7595,67,148.7586,183583.18,2740.0475,1,0,0.880597015,2.32694858,Extreme Greed,81,5
3/9/2024,9949.5016,85.0385,117,154.5655,658178.75,5625.4594,1,0,0.829059829,1.511671655,Extreme Greed,84,5
3/10/2024,2482.9272,59.1173,42,207.7543,219973.85,5237.4726,1,0,0.69047619,1.128737439,Extreme Greed,79,5
3/11/2024,3588.1795,85.4328,42,196.1046,176519.45,4202.844,1,0,0.928571429,2.032738885,Extreme Greed,82,5
3/12/2024,3039.166,379.8958,8,521.6007,103040.85,12880.1062,1,0,0.875,2.949476834,Extreme Greed,81,5
3/13/2024,0,0,7,0,6000.8,857.2571,1,0,0,0,Extreme Greed,81,5
3/14/2024,3465.8658,192.5481,18,254.3083,205933.18,11440.7322,2,0,0.888888889,1.683005041,Extreme Greed,88,5
3/15/2024,6236.5137,100.5889,62,195.434,351894.41,5675.7163,3,0,0.661290323,1.772268477,Extreme Greed,83,5
3/16/2024,228.5798,28.5725,8,80.8152,37223.66,4652.9575,2,0,0.125,0.614071265,Extreme Greed,81,5
3/17/2024,503.294,21.8823,23,43.5256,99506.95,4326.3891,3,0,0.434782609,0.505787787,Extreme Greed,79,5
3/18/2024,1456.9577,76.682,19,275.5815,90458.08,4760.9516,3,0,0.315789474,1.610644069,Extreme Greed,77,5
3/19/2024,668.798,27.8666,24,103.6961,219884.84,9161.8683,3,0,0.208333333,0.304158304,Extreme Greed,79,5
3/20/2024,6423.1346,93.0889,69,320.6947,215705.85,3126.1717,2,0,0.869565217,2.977728513,Greed,74,4
3/21/2024,2335.5081,83.411,28,153.7359,117895.57,4210.5561,3,0,0.821428571,1.980997335,Extreme Greed,78,5
3/24/2024,1297.0185,68.2641,19,84.6429,92592.21,4873.2742,1,0,0.789473684,1.400785768,Greed,74,4
3/25/2024,1302.9164,186.1309,7,173.1463,57116.32,8159.4743,1,0,0.857142857,2.281163072,Extreme Greed,75,5
3/26/2024,3215.9066,27.2534,118,39.5043,198565.19,1682.7558,2,0,0.93220339,1.619572192,Extreme Greed,81,5
3/27/2024,150.4111,3.9582,38,13.7394,99864.79,2628.0208,2,0,0.315789474,0.150614746,Extreme Greed,83,5
3/28/2024,227.851,17.527,13,21.0465,35323.72,2717.2092,2,0,0.692307692,0.645036819,Extreme Greed,80,5
3/29/2024,883.0974,58.8732,15,95.5087,86914.37,5794.2913,1,0,0.4,1.016054537,Extreme Greed,79,5
3/30/2024,1100.5751,24.4572,45,52.4435,101103.92,2246.7538,1,0,0.977777778,1.088558287,Extreme Greed,75,5
3/31/2024,912.7861,70.2143,13,112.0514,39912.96,3070.2277,1,0,0.769230769,2.286941635,Extreme Greed,75,5
4/1/2024,2507.9634,32.571,77,92.0677,339470.47,4408.7074,2,0,0.545454545,0.738786911,Extreme Greed,79,5
4/2/2024,883.7608,21.5551,41,78.2354,239664.51,5845.4759,2,0,0.292682927,0.368749132,Extreme Greed,79,5
4/3/2024,126.7884,31.6971,4,63.3942,16887.57,4221.8925,2,0,0.25,0.750779419,Greed,71,4
4/4/2024,0,0,32,0,95987.73,2999.6166,1,0,0,0,Greed,70,4
4/5/2024,10706.4843,107.0648,100,304.1028,503791.8,5037.918,3,0,0.9,2.125180342,Extreme Greed,79,5
4/6/2024,236.3351,14.7709,16,42.1491,68223.67,4263.9794,1,0,0.25,0.346412176,Extreme Greed,75,5
4/7/2024,0,0,23,0,49988.14,2173.3974,1,0,0,0,Extreme Greed,78,5
4/8/2024,1218.4267,40.6142,30,222.4533,211940.64,7064.688,2,0,0.033333333,0.574890545,Extreme Greed,76,5
4/9/2024,0,0,3,0,57063.84,19021.28,1,0,0,0,Extreme Greed,80,5
4/10/2024,5207.4434,127.0108,41,197.7689,351735.97,8578.9261,1,0,0.87804878,1.480497829,Extreme Greed,78,5
4/11/2024,389.7432,24.3589,16,69.7264,76400.96,4775.06,1,0,0.125,0.510128669,Extreme Greed,76,5
4/12/2024,-592.6458,-4.5942,129,122.9628,442088.59,3427.0433,3,0,0.550387597,-0.134055891,Extreme Greed,79,5
4/13/2024,6621.4518,74.3983,89,185.0528,486411.25,5465.2949,2,0,0.685393258,1.36128673,Greed,72,4
4/14/2024,-36104.0125,-337.4207,107,2139.677,659162.17,6160.3941,2,0,0.308411215,-5.477257971,Greed,72,4
4/15/2024,3774.0887,92.0509,41,165.5095,291111.19,7100.2729,2,0,0.853658537,1.296442332,Greed,74,4
4/16/2024,2467.7022,52.5043,47,103.5102,181907.17,3870.3653,2,0,0.914893617,1.356572256,Greed,65,4
4/17/2024,2441.4684,174.3906,14,232.6698,97562.99,6968.785,1,0,0.928571429,2.502453441,Greed,67,4
4/19/2024,1946.4455,55.6127,35,114.0294,337257.92,9635.9406,1,0,0.771428571,0.577138559,Greed,66,4
4/20/2024,0,0,22,0,60733.24,2760.6018,2,0,0,0,Greed,66,4
4/22/2024,0,0,9,0,47993.61,5332.6233,1,0,0,0,Greed,73,4
4/23/2024,1119.5362,16.9627,66,69.726,233054.9,3531.1348,2,0,0.53030303,0.480374453,Greed,71,4
4/24/2024,279.1859,13.9593,20,47.0202,141275.24,7063.762,1,0,0.3,0.197618422,Greed,72,4
4/25/2024,0,0,74,0,120241.01,1624.8785,2,0,0,0,Greed,72,4
4/26/2024,0,0,3,0,4988.29,1662.7633,1,0,0,0,Greed,70,4
4/27/2024,4281.4881,158.5736,27,205.6519,154264.47,5713.4989,1,0,0.703703704,2.775420743,Greed,67,4
4/28/2024,0,0,58,0,43985.6,758.3724,2,0,0,0,Greed,65,4
4/29/2024,526.9338,11.7096,45,34.3035,108699.01,2415.5336,2,0,0.377777778,0.484764121,Greed,67,4
4/30/2024,0,0,24,0,125018.75,5209.1146,1,0,0,0,Greed,67,4
5/1/2024,0,0,14,0,87025.45,6216.1036,1,0,0,0,Neutral,54,3
5/3/2024,5306.017,147.3894,36,280.8545,282682.65,7852.2958,3,0,0.472222222,1.87702252,Neutral,48,3
5/4/2024,0,0,9,0,58998.75,6555.4167,2,0,0,0,Greed,67,4
5/5/2024,0.916,0.1527,6,0.374,24068.35,4011.3917,2,0,0.166666667,0.003805828,Greed,69,4
5/6/2024,968.5904,107.6212,9,237.646,206016.43,22890.7144,1,0,0.444444444,0.470152017,Greed,71,4
5/7/2024,883.5377,49.0854,18,57.7924,108717.58,6039.8656,3,0,0.5,0.812690735,Greed,68,4
5/8/2024,1.5658,0.1204,13,1.6418,65973.57,5074.89,2,0,0.076923077,0.002373375,Greed,64,4
5/9/2024,1147.5959,40.9856,28,92.9551,221966.12,7927.3614,2,0,0.392857143,0.517013993,Greed,55,4
5/10/2024,2101.7417,95.5337,22,240.6192,156882,7131,1,0,0.272727273,1.339695886,Greed,66,4
5/11/2024,251.6047,27.9561,9,38.7334,63248.95,7027.6611,1,0,1,0.397800596,Neutral,53,3
5/12/2024,0,0,23,0,55179.56,2399.1113,2,0,0,0,Greed,56,4
5/13/2024,2136.8539,76.3162,28,243.3496,193118.9,6897.1036,2,0,0.357142857,1.106496516,Greed,57,4
5/14/2024,1150.5233,50.0228,23,172.1697,145853.4,6341.4522,1,0,0.173913043,0.788821721,Greed,66,4
5/15/2024,948.9706,26.3603,36,49.8567,234922.57,6525.6269,1,0,0.472222222,0.403950374,Greed,64,4
5/16/2024,214.5898,7.9478,27,22.0742,162620.96,6022.9985,2,0,0.185185185,0.131957037,Greed,70,4
5/18/2024,3522.3947,140.8958,25,227.3997,126303.14,5052.1256,1,0,0.64,2.78884175,Greed,73,4
5/19/2024,0,0,8,0,29998.09,3749.7612,1,0,0,0,Greed,72,4
5/20/2024,-74.8184,-7.4818,10,17.7236,38124.75,3812.475,2,0,0,-0.19624627,Greed,70,4
5/21/2024,7289.3976,58.3152,125,423.2771,1100948.59,8807.5887,2,0,0.112,0.662101543,Extreme Greed,76,5
5/22/2024,0,0,6,0,44995.29,7499.215,1,0,0,0,Extreme Greed,76,5
5/23/2024,413.3473,1.2718,325,5.5782,401850.6,1236.4634,3,0,0.446153846,0.102860939,Extreme Greed,76,5
5/24/2024,821.9493,410.9746,2,255.1411,50811.9,25405.95,1,0,1,1.6176315,Greed,74,4
5/25/2024,14.126,0.8829,16,1.5789,29991.13,1874.4456,2,0,0.3125,0.047100593,Extreme Greed,76,5
5/26/2024,778.6839,48.6677,16,184.1444,53976.67,3373.5419,2,0,0.25,1.442630492,Extreme Greed,75,5
5/27/2024,1129.3559,4.4994,251,10.6951,151115.72,602.0547,1,0,0.358565737,0.747345081,Greed,74,4
5/29/2024,277.792,1.6939,164,4.9606,84268.76,513.8339,2,0,0.414634146,0.329650039,Greed,72,4
5/30/2024,20.9514,2.9931,7,3.7577,2838.09,405.4414,1,0,0.714285714,0.738221832,Greed,73,4
5/31/2024,25.3581,1.9506,13,3.8342,3636.14,279.7031,1,0,0.307692308,0.69739064,Greed,73,4
6/1/2024,91.5104,3.6604,25,7.9093,12834.62,513.3848,1,0,0.36,0.712996567,Greed,72,4
6/2/2024,192.9069,2.0743,93,4.425,29464.51,316.8227,1,0,0.365591398,0.654709344,Greed,73,4
6/3/2024,562.8082,8.0401,70,11.8492,21466.86,306.6694,1,0,0.628571429,2.621753717,Greed,73,4
6/4/2024,52.2114,0.9851,53,2.4828,24243.41,457.4228,1,0,0.471698113,0.215363268,Greed,73,4
6/5/2024,56.0555,1.0381,54,2.9097,25350.77,469.4587,1,0,0.296296296,0.221119516,Extreme Greed,75,5
6/6/2024,274.1732,1.1717,234,3.3659,137557.76,587.8537,1,0,0.427350427,0.199314964,Extreme Greed,78,5
6/7/2024,8902.4674,20.2329,440,103.2522,1098588.76,2496.7926,3,0,0.4,0.810354859,Extreme Greed,77,5
6/8/2024,129.1388,4.4531,29,13.6107,97351.88,3356.9614,2,0,0.275862069,0.132651573,Greed,72,4
6/9/2024,0,0,17,0,22410.22,1318.2482,2,0,0,0,Extreme Greed,75,5
6/10/2024,31.2668,0.5899,53,1.9665,46587.93,879.0175,2,0,0.339622642,0.067113521,Greed,72,4
6/11/2024,4320.6318,35.1271,123,169.7311,373279.92,3034.7961,3,0,0.138211382,1.157477691,Greed,74,4
6/12/2024,-21886.5315,-86.1674,254,276.1864,193407.96,761.4487,2,0,0.082677165,-11.31625167,Greed,72,4
6/13/2024,6632.7571,83.959,79,192.757,132577.22,1678.1927,2,0,0.240506329,5.00293874,Greed,70,4
6/14/2024,10258.5926,330.9223,31,997.7044,139868.66,4511.8923,2,0,0.483870968,7.334446902,Greed,74,4
6/15/2024,3369.9583,43.2046,78,86.6756,718350.25,9209.6186,2,0,0.487179487,0.469124678,Greed,74,4
6/16/2024,0,0,11,0,25235.08,2294.0982,1,0,0,0,Greed,71,4
6/17/2024,10599.5024,278.9343,38,315.1446,368380.12,9694.2137,2,0,0.657894737,2.877327474,Greed,71,4
6/18/2024,282.5764,11.3031,25,29.4481,263314.79,10532.5916,2,0,0.16,0.107315051,Greed,74,4
6/19/2024,4887.6569,80.1255,61,180.9714,417071.12,6837.2315,3,0,0.508196721,1.171900107,Greed,64,4
6/20/2024,57478.456,1473.8066,39,4202.0233,207990.8,5333.0974,3,0,0.205128205,27.6350954,Greed,60,4
6/21/2024,773.5582,9.6695,80,54.6582,176264.49,2203.3061,2,0,0.0375,0.438862189,Greed,63,4
6/22/2024,756.8766,31.5365,24,65.3039,169594.27,7066.4279,2,0,0.333333333,0.446286658,Neutral,53,3
6/23/2024,0,0,5,0,1792.12,358.424,1,0,0,0,Greed,55,4
6/24/2024,0,0,31,0,403002.8,13000.0903,2,0,0,0,Neutral,51,3
6/25/2024,4869.3531,99.3746,49,242.7333,103099.08,2104.0629,1,0,0.224489796,4.722984046,Fear,30,2
6/26/2024,4197.7322,58.3018,72,181.6927,365190.66,5072.0925,2,0,0.291666667,1.149463187,Neutral,46,3
6/27/2024,0,0,30,0,130486.95,4349.565,2,0,0,0,Fear,40,2
6/29/2024,6150.3261,82.0043,75,179.8997,280095.11,3734.6015,2,0,0.32,2.19579917,Fear,30,2
6/30/2024,0,0,14,0,30520.69,2180.0493,2,0,0,0,Neutral,47,3
7/1/2024,5065.8393,79.1537,64,207.3345,362670.15,5666.7211,2,0,0.40625,1.396817273,Neutral,53,3
7/2/2024,2421.2531,134.5141,18,226.3641,33347.47,1852.6372,1,0,0.722222222,7.260680046,Neutral,51,3
7/3/2024,1118.3873,62.1326,18,130.9439,179600.66,9977.8144,2,0,0.222222222,0.62270779,Neutral,50,3
7/4/2024,0,0,25,0,430568.01,17222.7204,2,0,0,0,Fear,44,2
7/5/2024,0,0,32,0,272289.89,8509.0591,2,0,0,0,Fear,29,2
7/6/2024,108.8722,4.5363,24,10.0347,2490.17,103.7571,1,0,0.291666667,4.372079015,Fear,26,2
7/7/2024,61.4289,6.1429,10,4.1002,498.75,49.875,1,0,1,12.31657143,Fear,29,2
7/8/2024,0,0,1,,497.64,497.64,1,0,0,0,Fear,28,2
7/9/2024,648.9844,43.2656,15,40.136,2736.45,182.43,1,0,1,23.71628935,Fear,27,2
7/10/2024,11977.7349,213.8881,56,337.8157,687900.21,12283.9323,2,0,0.678571429,1.74120239,Fear,28,2
7/11/2024,1876.8121,98.7796,19,150.1638,169887.02,8941.4221,1,0,0.473684211,1.104741316,Fear,29,2
7/12/2024,1412.3147,74.3324,19,112.4429,89582.97,4714.8932,2,0,0.473684211,1.576543734,Fear,25,2
7/13/2024,2913.6178,171.3893,17,173.278,139189.19,8187.5994,2,0,1,2.093278796,Fear,25,2
7/14/2024,0,0,7,0,84001.13,12000.1614,1,0,0,0,Fear,33,2
7/15/2024,-1,-0.0385,26,0.1401,198344.85,7628.6481,2,0,0,-0.000504172,Neutral,52,3
7/16/2024,0,0,22,0,144000.57,6545.4805,1,0,0,0,Greed,65,4
7/17/2024,1859.2695,5.2971,351,11.7182,626005.53,1783.4915,3,0,0.413105413,0.297005284,Greed,69,4
7/18/2024,3803.8843,63.3981,60,87.926,649704.85,10828.4142,2,0,0.8,0.585478822,Greed,61,4
7/19/2024,2155.8911,93.7344,23,179.8739,150269.42,6533.453,2,0,0.52173913,1.43468385,Greed,60,4
7/20/2024,2299.1696,8.6435,266,53.6298,244362.21,918.6549,2,0,0.12406015,0.940885909,Greed,74,4
7/21/2024,-2960.7169,-6.6087,448,11.3656,234307.46,523.0077,2,0,0.046875,-1.263603344,Greed,74,4
7/22/2024,1517.1199,9.8514,154,72.4129,304213.8,1975.4143,2,0,0.142857143,0.498701867,Greed,70,4
7/23/2024,89890.3022,242.9468,370,513.7954,358526.54,968.9906,3,0,0.889189189,25.07214729,Greed,71,4
7/24/2024,625.5615,6.9507,90,19.9568,69207.93,768.977,5,0,0.2,0.903887026,Greed,69,4
7/25/2024,916.7383,11.7531,78,40.8113,528555.31,6776.3501,3,0,0.128205128,0.173442265,Greed,68,4
7/26/2024,2766.5131,18.2007,152,50.8687,548587.65,3609.1293,4,0,0.401315789,0.504297372,Greed,68,4
7/27/2024,6400.6237,112.2916,57,157.8883,905199.75,15880.6974,2,0,0.736842105,0.707095169,Greed,72,4
7/28/2024,587.299,36.7062,16,36.258,43254.68,2703.4175,2,0,0.75,1.357769841,Greed,71,4
